Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE FLORENCE RESIDENCES,"1,184,000",635.08,"1,864",16 Oct 2021,95 HOUGANG AVENUE 2 #15-68,New Sale,Strata,59,"20,068",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,924,000","1,323.97","1,453",16 Oct 2021,19 TAMPINES LANE #09-70,New Sale,Strata,123,"15,642",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528476,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,933,000","1,323.97","1,460",16 Oct 2021,19 TAMPINES LANE #10-70,New Sale,Strata,123,"15,715",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528476,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,161,000",678.13,"1,712",16 Oct 2021,53 TAMPINES LANE #02-180,New Sale,Strata,63,"18,429",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528459,18,52,East Region,Tampines
NORMANTON PARK,"1,674,400",936.47,"1,788",16 Oct 2021,47 NORMANTON PARK #17-14,New Sale,Strata,87,"19,246",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,05,11,Central Region,Queenstown
SENGKANG GRAND RESIDENCES,"1,778,580","1,011.82","1,758",16 Oct 2021,82 COMPASSVALE BOW #04-47,New Sale,Strata,94,"18,921",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544571,19,54,North East Region,Sengkang
PARC KOMO,"1,486,000",925.7,"1,605",16 Oct 2021,967 UPPER CHANGI ROAD NORTH #02-40,New Sale,Strata,86,"17,279",-,Apartment,1,Freehold,Uncompleted,N.A,507666,17,50,East Region,Pasir Ris
VERTICUS,"1,438,000",753.48,"1,908",16 Oct 2021,3 JALAN KEMAMAN #06-02,New Sale,Strata,70,"20,543",-,Apartment,1,Freehold,Uncompleted,N.A,329343,12,32,Central Region,Novena
PARC CLEMATIS,"2,451,000","1,463.9","1,674",16 Oct 2021,6A JALAN LEMPENG #03-05,New Sale,Strata,136,"18,022",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128822,05,12,West Region,Clementi
AVENUE SOUTH RESIDENCE,"1,660,000",688.9,"2,410",16 Oct 2021,13 SILAT AVENUE #55-43,New Sale,Strata,64,"25,938",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168878,03,16,Central Region,Bukit Merah
AVENUE SOUTH RESIDENCE,"1,729,000",731.95,"2,362",16 Oct 2021,13 SILAT AVENUE #51-46,New Sale,Strata,68,"25,426",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,168878,03,16,Central Region,Bukit Merah
MIDWOOD,"907,000",484.38,"1,872",16 Oct 2021,10 HILLVIEW RISE #27-11,New Sale,Strata,45,"20,156",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667972,23,66,West Region,Bukit Batok
MIDWOOD,"1,266,000",688.9,"1,838",16 Oct 2021,8 HILLVIEW RISE #26-05,New Sale,Strata,64,"19,781",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,N.A,667971,23,66,West Region,Bukit Batok
DAIRY FARM RESIDENCES,"1,472,100",936.47,"1,572",16 Oct 2021,8 DAIRY FARM LANE #04-18,New Sale,Strata,87,"16,921",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677624,23,67,West Region,Bukit Panjang
OLA,"1,673,000","1,388.56","1,205",16 Oct 2021,72 ANCHORVALE CRESCENT #09-07,New Sale,Strata,129,"12,969",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544600,19,54,North East Region,Sengkang
OLA,"1,614,000","1,388.56","1,162",16 Oct 2021,74 ANCHORVALE CRESCENT #02-12,New Sale,Strata,129,"12,512",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544601,19,54,North East Region,Sengkang
OLA,"953,000",775.01,"1,230",16 Oct 2021,80 ANCHORVALE CRESCENT #13-23,New Sale,Strata,72,"13,236",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544558,19,54,North East Region,Sengkang
OLA,"1,246,000","1,054.87","1,181",16 Oct 2021,86 ANCHORVALE CRESCENT #01-33,New Sale,Strata,98,"12,714",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544561,19,54,North East Region,Sengkang
THE AVENIR,"3,753,000","1,140.98","3,289",16 Oct 2021,8 RIVER VALLEY CLOSE #30-03,New Sale,Strata,106,"35,406",-,Condominium,1,Freehold,Uncompleted,N.A,238432,09,23,Central Region,River Valley
THE AVENIR,"5,096,000","1,528.49","3,334",16 Oct 2021,8 RIVER VALLEY CLOSE #33-05,New Sale,Strata,142,"35,887",-,Condominium,1,Freehold,Uncompleted,N.A,238432,09,23,Central Region,River Valley
LEEDON GREEN,"1,780,000",710.42,"2,506",16 Oct 2021,30 LEEDON HEIGHTS #03-21,New Sale,Strata,66,"26,970",-,Condominium,1,Freehold,Uncompleted,N.A,266223,10,26,Central Region,Bukit Timah
LEEDON GREEN,"1,269,000",473.62,"2,679",16 Oct 2021,32 LEEDON HEIGHTS #06-33,New Sale,Strata,44,"28,841",-,Condominium,1,Freehold,Uncompleted,N.A,266075,10,26,Central Region,Bukit Timah
CLAVON,"2,573,000","1,582.31","1,626",16 Oct 2021,6 CLEMENTI AVENUE 1 #18-05,New Sale,Strata,147,"17,503",-,Apartment,1,99 yrs from 07/10/2019,Uncompleted,N.A,129963,05,12,West Region,Clementi
ONE-NORTH EDEN,"2,725,000","1,399.32","1,947",16 Oct 2021,10 SLIM BARRACKS RISE #09-12,New Sale,Strata,130,"20,962",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,138493,05,13,Central Region,Queenstown
PROVENCE RESIDENCE,"1,013,000",882.65,"1,148",16 Oct 2021,35 CANBERRA CRESCENT #02-28,New Sale,Strata,82,"12,354",-,Executive Condominium,1,99 yrs from 08/01/2020,Uncompleted,N.A,756931,27,75,North Region,Sembawang
JERVOIS MANSION,"2,700,000","1,022.58","2,640",16 Oct 2021,10 JERVOIS CLOSE #05-14,New Sale,Strata,95,"28,421",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,480,000","1,022.58","2,425",16 Oct 2021,10 JERVOIS CLOSE #01-14,New Sale,Strata,95,"26,105",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,265,000","1,022.58","2,215",16 Oct 2021,10 JERVOIS CLOSE #02-14,New Sale,Strata,95,"23,842",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,668,958",753.48,"2,215",16 Oct 2021,10 JERVOIS CLOSE #01-15,New Sale,Strata,70,"23,842",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,100,000",753.48,"2,787",16 Oct 2021,10 JERVOIS CLOSE #05-15,New Sale,Strata,70,"30,000",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,869,505",753.48,"2,481",16 Oct 2021,10 JERVOIS CLOSE #04-15,New Sale,Strata,70,"26,707",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"3,744,235","1,474.67","2,539",16 Oct 2021,10 JERVOIS CLOSE #01-16,New Sale,Strata,137,"27,330",-,Apartment,1,Freehold,Uncompleted,N.A,249106,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,181,665",785.77,"2,776",16 Oct 2021,16 JERVOIS CLOSE #04-23,New Sale,Strata,73,"29,886",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,260,210",785.77,"2,876",16 Oct 2021,16 JERVOIS CLOSE #05-23,New Sale,Strata,73,"30,962",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,032,196",785.77,"2,586",16 Oct 2021,16 JERVOIS CLOSE #01-23,New Sale,Strata,73,"27,838",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,027,020",785.77,"2,580",16 Oct 2021,16 JERVOIS CLOSE #03-23,New Sale,Strata,73,"27,767",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,942,230",785.77,"2,472",16 Oct 2021,16 JERVOIS CLOSE #02-23,New Sale,Strata,73,"26,606",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"5,205,751","1,808.35","2,879",16 Oct 2021,16 JERVOIS CLOSE #05-24,New Sale,Strata,168,"30,987",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"4,828,198","1,808.35","2,670",16 Oct 2021,16 JERVOIS CLOSE #03-24,New Sale,Strata,168,"28,739",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"4,841,438","1,808.35","2,677",16 Oct 2021,16 JERVOIS CLOSE #01-24,New Sale,Strata,168,"28,818",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"4,427,970","1,808.35","2,449",16 Oct 2021,16 JERVOIS CLOSE #02-24,New Sale,Strata,168,"26,357",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"4,163,990","1,539.25","2,705",16 Oct 2021,16 JERVOIS CLOSE #04-25,New Sale,Strata,143,"29,119",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"3,686,555","1,539.25","2,395",16 Oct 2021,16 JERVOIS CLOSE #02-25,New Sale,Strata,143,"25,780",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"3,681,000","1,539.25","2,391",16 Oct 2021,16 JERVOIS CLOSE #03-25,New Sale,Strata,143,"25,741",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"3,614,270","1,539.25","2,348",16 Oct 2021,16 JERVOIS CLOSE #01-25,New Sale,Strata,143,"25,275",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,990,786",785.77,"2,534",16 Oct 2021,16 JERVOIS CLOSE #02-26,New Sale,Strata,73,"27,271",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,027,020",785.77,"2,580",16 Oct 2021,16 JERVOIS CLOSE #03-26,New Sale,Strata,73,"27,767",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,093,162",785.77,"2,664",16 Oct 2021,16 JERVOIS CLOSE #01-26,New Sale,Strata,73,"28,673",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,181,665",785.77,"2,776",16 Oct 2021,16 JERVOIS CLOSE #04-26,New Sale,Strata,73,"29,886",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,260,210",785.77,"2,876",16 Oct 2021,16 JERVOIS CLOSE #05-26,New Sale,Strata,73,"30,962",-,Apartment,1,Freehold,Uncompleted,N.A,249111,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,679,380","1,001.05","2,677",16 Oct 2021,6 JERVOIS CLOSE #04-01,New Sale,Strata,93,"28,811",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,569,655","1,001.05","2,567",16 Oct 2021,6 JERVOIS CLOSE #01-01,New Sale,Strata,93,"27,631",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,777,840","1,001.05","2,775",16 Oct 2021,6 JERVOIS CLOSE #05-01,New Sale,Strata,93,"29,869",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,517,405","1,001.05","2,515",16 Oct 2021,6 JERVOIS CLOSE #02-01,New Sale,Strata,93,"27,069",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,496,000",861.12,"2,899",16 Oct 2021,6 JERVOIS CLOSE #05-02,New Sale,Strata,80,"31,200",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,195,545",861.12,"2,550",16 Oct 2021,6 JERVOIS CLOSE #02-02,New Sale,Strata,80,"27,444",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,171,510",861.12,"2,522",16 Oct 2021,6 JERVOIS CLOSE #03-03,New Sale,Strata,80,"27,144",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,196,830",861.12,"2,551",16 Oct 2021,6 JERVOIS CLOSE #02-03,New Sale,Strata,80,"27,460",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,407,967",861.12,"2,796",16 Oct 2021,6 JERVOIS CLOSE #04-03,New Sale,Strata,80,"30,100",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,495,746",861.12,"2,898",16 Oct 2021,6 JERVOIS CLOSE #05-03,New Sale,Strata,80,"31,197",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,763,280","1,001.05","2,760",16 Oct 2021,6 JERVOIS CLOSE #05-04,New Sale,Strata,93,"29,713",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,556,070","1,001.05","2,553",16 Oct 2021,6 JERVOIS CLOSE #01-04,New Sale,Strata,93,"27,485",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,665,795","1,001.05","2,663",16 Oct 2021,6 JERVOIS CLOSE #04-04,New Sale,Strata,93,"28,664",-,Apartment,1,Freehold,Uncompleted,N.A,249102,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,410,000",495.14,"2,848",16 Oct 2021,8 JERVOIS CLOSE #04-05,New Sale,Strata,46,"30,652",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,274,085",495.14,"2,573",16 Oct 2021,8 JERVOIS CLOSE #02-05,New Sale,Strata,46,"27,698",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,375,833",495.14,"2,779",16 Oct 2021,8 JERVOIS CLOSE #03-05,New Sale,Strata,46,"29,909",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,435,000",495.14,"2,898",16 Oct 2021,8 JERVOIS CLOSE #05-05,New Sale,Strata,46,"31,196",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,337,893",495.14,"2,702",16 Oct 2021,8 JERVOIS CLOSE #01-05,New Sale,Strata,46,"29,085",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,375,833",495.14,"2,779",16 Oct 2021,8 JERVOIS CLOSE #03-06,New Sale,Strata,46,"29,909",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,337,893",495.14,"2,702",16 Oct 2021,8 JERVOIS CLOSE #01-06,New Sale,Strata,46,"29,085",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,274,085",495.14,"2,573",16 Oct 2021,8 JERVOIS CLOSE #02-06,New Sale,Strata,46,"27,698",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,410,000",495.14,"2,848",16 Oct 2021,8 JERVOIS CLOSE #04-06,New Sale,Strata,46,"30,652",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,818,340",645.84,"2,815",16 Oct 2021,8 JERVOIS CLOSE #04-07,New Sale,Strata,60,"30,306",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,747,684",645.84,"2,706",16 Oct 2021,8 JERVOIS CLOSE #03-07,New Sale,Strata,60,"29,128",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,666,787",645.84,"2,581",16 Oct 2021,8 JERVOIS CLOSE #02-07,New Sale,Strata,60,"27,780",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,870,800",645.84,"2,897",16 Oct 2021,8 JERVOIS CLOSE #05-07,New Sale,Strata,60,"31,180",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,293,836",807.3,"2,841",16 Oct 2021,8 JERVOIS CLOSE #05-08,New Sale,Strata,75,"30,584",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,995,950",807.3,"2,472",16 Oct 2021,8 JERVOIS CLOSE #01-08,New Sale,Strata,75,"26,613",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,932,775",678.13,"2,850",16 Oct 2021,8 JERVOIS CLOSE #05-09,New Sale,Strata,63,"30,679",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,717,980",678.13,"2,533",16 Oct 2021,8 JERVOIS CLOSE #01-09,New Sale,Strata,63,"27,270",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,854,901",678.13,"2,735",16 Oct 2021,8 JERVOIS CLOSE #04-09,New Sale,Strata,63,"29,443",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,611,000",678.13,"2,376",16 Oct 2021,8 JERVOIS CLOSE #02-09,New Sale,Strata,63,"25,571",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,792,175",678.13,"2,643",16 Oct 2021,8 JERVOIS CLOSE #04-10,New Sale,Strata,63,"28,447",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,611,000",678.13,"2,376",16 Oct 2021,8 JERVOIS CLOSE #02-10,New Sale,Strata,63,"25,571",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,961,766",678.13,"2,893",16 Oct 2021,8 JERVOIS CLOSE #05-10,New Sale,Strata,63,"31,139",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,717,980",678.13,"2,533",16 Oct 2021,8 JERVOIS CLOSE #01-10,New Sale,Strata,63,"27,270",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,923,845",796.54,"2,415",16 Oct 2021,8 JERVOIS CLOSE #02-11,New Sale,Strata,74,"25,998",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,174,044",796.54,"2,729",16 Oct 2021,8 JERVOIS CLOSE #04-11,New Sale,Strata,74,"29,379",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,261,839",796.54,"2,840",16 Oct 2021,8 JERVOIS CLOSE #05-11,New Sale,Strata,74,"30,565",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,083,258",818.06,"2,547",16 Oct 2021,8 JERVOIS CLOSE #02-12,New Sale,Strata,76,"27,411",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,029,996",818.06,"2,481",16 Oct 2021,8 JERVOIS CLOSE #03-12,New Sale,Strata,76,"26,710",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,371,069",818.06,"2,898",16 Oct 2021,8 JERVOIS CLOSE #05-12,New Sale,Strata,76,"31,198",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"2,194,000",818.06,"2,682",16 Oct 2021,8 JERVOIS CLOSE #04-12,New Sale,Strata,76,"28,868",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,388,856",495.14,"2,805",16 Oct 2021,8 JERVOIS CLOSE #04-13,New Sale,Strata,46,"30,193",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,404,632",495.14,"2,837",16 Oct 2021,8 JERVOIS CLOSE #05-13,New Sale,Strata,46,"30,535",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,298,449",495.14,"2,622",16 Oct 2021,8 JERVOIS CLOSE #01-13,New Sale,Strata,46,"28,227",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,258,560",495.14,"2,542",16 Oct 2021,8 JERVOIS CLOSE #03-13,New Sale,Strata,46,"27,360",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
JERVOIS MANSION,"1,194,000",495.14,"2,411",16 Oct 2021,8 JERVOIS CLOSE #02-13,New Sale,Strata,46,"25,957",-,Apartment,1,Freehold,Uncompleted,N.A,249104,10,24,Central Region,Tanglin
THE WOODLEIGH RESIDENCES,"2,060,000",958,"2,150",17 Oct 2021,15 BIDADARI PARK DRIVE #09-05,New Sale,Strata,89,"23,146",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367805,13,36,Central Region,Toa Payoh
AMBER PARK,"3,634,470","1,571.54","2,313",17 Oct 2021,18 AMBER GARDENS #18-17,New Sale,Strata,146,"24,894",-,Condominium,1,Freehold,Uncompleted,N.A,439980,15,43,Central Region,Marine Parade
THE JOVELL,"1,202,300",904.18,"1,330",17 Oct 2021,27 FLORA DRIVE #04-53,New Sale,Strata,84,"14,313",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506764,17,50,East Region,Pasir Ris
THE JOVELL,"1,196,900",904.18,"1,324",17 Oct 2021,27 FLORA DRIVE #03-53,New Sale,Strata,84,"14,249",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,N.A,506764,17,50,East Region,Pasir Ris
THE FLORENCE RESIDENCES,"2,189,000","1,345.5","1,627",17 Oct 2021,83 HOUGANG AVENUE 2 #17-11,New Sale,Strata,125,"17,512",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,222,000",667.37,"1,831",17 Oct 2021,83 HOUGANG AVENUE 2 #17-14,New Sale,Strata,62,"19,710",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"2,624,000","1,679.18","1,563",17 Oct 2021,85 HOUGANG AVENUE 2 #04-21,New Sale,Strata,156,"16,821",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538861,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,612,000","1,033.34","1,560",17 Oct 2021,25 TAMPINES LANE #02-84,New Sale,Strata,96,"16,792",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528473,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,626,000","1,033.34","1,574",17 Oct 2021,27 TAMPINES LANE #02-97,New Sale,Strata,96,"16,938",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528472,18,52,East Region,Tampines
NORMANTON PARK,"1,559,000",828.83,"1,881",17 Oct 2021,47 NORMANTON PARK #16-10,New Sale,Strata,77,"20,247",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,05,11,Central Region,Queenstown
NORMANTON PARK,"1,522,000",828.83,"1,836",17 Oct 2021,47 NORMANTON PARK #05-10,New Sale,Strata,77,"19,766",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,119028,05,11,Central Region,Queenstown
NORMANTON PARK,"1,689,000",936.47,"1,804",17 Oct 2021,49 NORMANTON PARK #02-23,New Sale,Strata,87,"19,414",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117280,05,11,Central Region,Queenstown
NORMANTON PARK,"980,000",527.44,"1,858",17 Oct 2021,57 NORMANTON PARK #02-61,New Sale,Strata,49,"20,000",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117284,05,11,Central Region,Queenstown
THE ANTARES,"1,450,000",828.83,"1,749",17 Oct 2021,23 MATTAR ROAD #17-22,New Sale,Strata,77,"18,831",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387730,14,38,Central Region,Geylang
THE ANTARES,"1,605,000",882.65,"1,818",17 Oct 2021,25 MATTAR ROAD #03-26,New Sale,Strata,82,"19,573",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,N.A,387731,14,38,Central Region,Geylang
PARC KOMO,"1,181,000",731.95,"1,613",17 Oct 2021,971 UPPER CHANGI ROAD NORTH #02-54,New Sale,Strata,68,"17,368",-,Apartment,1,Freehold,Uncompleted,N.A,507668,17,50,East Region,Pasir Ris
HYLL ON HOLLAND,"1,796,100",699.66,"2,567",17 Oct 2021,93 HOLLAND ROAD #04-17,New Sale,Strata,65,"27,632",-,Condominium,1,Freehold,Uncompleted,N.A,278537,10,27,Central Region,Bukit Timah
VERDALE,"964,000",559.73,"1,722",17 Oct 2021,16 DE SOUZA AVENUE #01-51,New Sale,Strata,52,"18,538",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,599464,21,59,Central Region,Bukit Timah
